,ITEM_CODE,MO_NAME,SPECS,USE_NAME
30970,17982,嗜酸细胞阳离子蛋白测定,,
30982,Y00000005000,七味清咽气雾剂,11.2g(190揿)含药液7ml,喷喉
31081,F00002207397,遥测心电监护,,
31125,Y00000008551,干鱼腥草(单味自费),10g.15g ,自煎
31388,F00002229657,珍珠白5ml真空采血管（BD）,,
31474,Y00000008665,钩藤,5g.15g,煎服(代煎)
31521,Y00000001148,达美康片*#,80mg*60,口服
31696,Y00000020178,(弘明瑞)噻托溴铵粉吸入剂#,18ug*10粒,吸入
31869,Y00000001900,生血宁片,0.25g*24,口服
32038,Y00000018877,科素亚片*#,100mg*7,口服
32046,20326,TBNK检测,,
32104,18724,头颅CT平扫（核医学科）,,
32227,Y00000020142,肽力佳注射液 #,20%*250ml,静脉滴注
32235,Y00000019929,雅施达片* #,8mg*15,口服
32584,Y00000000534,威视派克注射液(100ml),100ml:32g(I),其他
32757,Y00000008079,通心络胶囊#,0.26g*30粒,口服
32771,17108,乙肝两对半,,
32882,F00002207537,纤维胃十二指肠镜检查(电子镜),,
32995,Y00000019973,苯磺顺阿曲库铵针,20mg,静脉注射
33004,16544,2小时血清胰岛素测定,,
33049,Y00000004072,派立明滴眼液**,50mg/5ml,滴眼
33053,F00002220386,直肠指检,,
33107,F00002204320,A级三人以上房间,,
33123,Y00000007E32,广藿香颗粒一方(单味自费),相当于饮片10G,冲服
33159,Y00000008105,太子参,10g.15g ,自煎
33172,Y00000000993,苄星青霉素针,120万u,肌肉注射
33184,Y00000019778,康艾注射液,20ml*3,静脉滴注
33215,Y00000008634,丹皮,10g.15g ,煎服(代煎)
33224,Y00000001258,易瑞沙片**&,0.25g*10,口服
33230,Y00000000401,雷尼替丁注射液(杭州) #,50mg:2ml*10支,静脉注射
33263,19991,巨细胞病毒IgM抗体定量（金域）*,,
33311,Y00000018525,转化糖电解质注射液(田力),500ml,静脉滴注
33312,Y00000008103,丹参,10g.15g ,煎服
33329,Y00000001345,玫满霉素胶囊*,50mg*20,口服
33332,Y00000007F06,红花颗粒一方(单味自费),相当于饮片5G,冲服
33353,Y00000008116,白芍,10g.15g ,煎服
33518,Y00000007A05,太子参颗粒一方,相当于饮片15g,冲服
33525,17966,尿乳糜定性检查,,
33577,Y00000019239,50%葡萄糖注射液&#@,10g:20ml,口服
33656,Y00000019794,盐酸氨溴索针(必澳)#,30mg,静脉注射
33673,17720,男性肿瘤四项,,
33716,Y00000019813,健胃消食口服液,10ml*12支,口服
33787,F00002211882,中频脉冲电治疗,,
33829,16164,异常白细胞形态检查,,
34002,F00002215234,皮损内局部封闭治疗,,
34012,Y00000018810,曲莱片#,0.15g*50片,鼻饲
34036,Y00000019715,硫酸氨基葡萄糖胶囊(谷力),314mg/250mg*24粒,口服
34084,Y00000001419,诺和龙片**#,1mg*30,口服
34093,Y00000019566,金水宝胶囊#,0.33g*63粒,口服
34108,18568,鳞状细胞癌相关抗原测定（SCC）,,
34113,16419,颈椎正侧双斜位,,
34151,F00002218178,一次性静脉营养袋2000ML/上海曹扬,,静脉滴注(肠外)
34200,Y00000019154,复方丹参滴丸#,27mg*180粒,口服
34303,Y00000018557,硫辛酸注射液,20ml:0.6g,静脉滴注
34350,17407,弥散成像MRI,,
34456,F00002211919,电子生物反馈疗法,,
34609,Y00000007G51,滑石颗粒一方,相当于饮片10G,冲服
34662,16518,2小时血清C肽测定,,
34896,Y00000007E07,桑叶颗粒一方(单味自费),相当于饮片10G,冲服
35061,F00002205005,左心功能测定,,
35298,Y00000007F13,辛夷颗粒一方,相当于饮片6G,冲服
35300,Y00000019849,左卡尼汀注射液(东维力) #,5ml:1g,静脉滴注
35306,F00002230497,医用雾化器10ML/广东鹤山,,皮内注射
35367,17921,血清β-羟基丁酸(HBA),,
35442,17106,甲功三项,,
35468,Y00000001089,倍欣片 #,0.2mg*30,口服
35680,Y00000020189,希刻劳缓释片,0.375g*4片,口服
35746,Y00000001354,瑞美隆片*,30mg*10,口服
35795,Y00000001201,福善美片*,70mg*1,口服
35889,Y00000000327,神经妥乐平注射液**,3ml*10,静脉注射
36114,Y00000000523,维生素B12注射液 ,1mg:1ml*10,肌肉注射
36118,Y00000000785,凯时注射液 #,10ug:2ml,静脉注射
36211,20247,二氢嘧啶脱氢酶DPD活性检测,,
36218,Y00000001558,顺尔宁咀嚼片*,5mg*5,口服
36267,20692,IgE德国小蠊（i6）,,
36365,18046,血甲状旁腺素(PTH)测定,,
36457,17050,血浆EGFR基因检测,,
36559,F00002204417,中心静脉穿刺置管术,,
36612,Y00000020011,维生素B6片(海王)#,10mg*100,口服
36818,16330,尿尿酸,,
36837,Y00000003106,曲咪新乳膏,10g,外用
36849,17695,下腔静脉彩超,,
36905,F00000180983,外周中心静脉导管(巴德）（安全型）,,
36931,F00002204499,建立健康档案,,
37023,Y00000019234,益比奥注射液&#(预充式),10000iu:1ml(预充式),静脉滴注
37144,Y00000008150,花粉,10g.15g ,煎服(代煎)
37162,Y00000019523,清热消炎宁胶囊,0.32g*24粒,口服
37254,Y00000019742,兰美抒乳膏**,10g,外用
37369,Y00000000261,洛赛克针**#,40mg,静脉注射
37389,F00002208364,表面麻醉,,
37408,Y00000018621,石蜡油,500ml,口服
37430,16221,TB－DNA（血）测定（定性）,,
37438,Y00000001287,可塞风片**,8mg*10,口服
37729,Y00000018693,奥先达针&%,10mg,静脉滴注
37744,18434,副流感病毒抗原鉴定（直接法）,,
37825,F00002213155,冰帽降温,,
37837,18070,海印CD55、CD59检测（流式）,,
37936,Y00000019223,凯美纳片&,125mg*21片,口服
38022,F00002206168,胸水脱落细胞学涂片检查及诊断,,
38075,16217,体液脱落细胞学检查,,
38136,Y00000000008,肾上腺素注射液 #,1mg:1ml*10,静脉注射
38176,18147,血清骨质疏松三项,,
38484,Y00000004830,力比泰冻干粉**,0.5g,静脉滴注
38495,F00000181422,鼻胃肠管（佰通PVC鼻肠管）,,
38505,Y00000008448,补骨脂,10g.15g ,自煎
38552,Y00000020169,氧氟沙星眼水(永光),5ml:15mg,滴耳
38647,Y00000007A50,天花粉颗粒一方,相当于饮片10G,自煎
38656,Y00000003139,百多邦软膏*,5g:0.1g,外用
38746,F00002207721,妇科常规检查,,
38759,Y00000008127,明党,10g  ,煎服
38769,Y00000008613,辛夷花,10g.15g ,煎服
38778,Y00000001360,敏使朗片*,6mg*30,口服
38789,Y00000007C59,葶苈子颗粒一方,相当于饮片10G,冲服
38857,Y00000007A39,木香颗粒一方,相当于饮片6G,冲服
38907,F00002203147,佰通鼻胃肠管（Ⅳ）LINK-020-4（14cm）,,
39027,Y00000001405,诺士帕片*,40mg*20,口服
39121,Y00000007D02,大枣颗粒一方(单味自费),相当于饮片10G,冲服
39197,Y00000007A35,延胡索颗粒一方,相当于饮片10克,冲服
39208,Y00000019793,兰索拉唑胶囊#,30mg*14粒,口服
39223,17579,双肾+肾上腺螺旋CT增强扫描（造影剂另计）,,
39405,20887,促肾上腺皮质激素测定,,
39579,Y00000000270,弥可保注射液#,500ug*10支,静脉注射
39647,Y00000019607,抒纳注射液,1ml:0.1mg,静脉滴注
40039,Y00000000510,惠尔血注射液*&,0.3ml:75ug,皮下注射
40068,Y00000007D54,浮小麦颗粒一方,相当于饮片15G,冲服
40096,Y00000007A42,远志颗粒一方,相当于饮片6G,冲服
40121,F00002206442,泪道冲洗,,
40188,17373,胸椎MRI平扫,,
40320,Y00000007C76,苍耳子颗粒一方,相当于饮片9G,冲服
40329,F00002219214,一次性呼吸机回路管道RT225/小儿/进口,,
40457,Y00000004029,典必殊滴眼液**,5ml,滴眼
40527,18217,HIV Ag/Ab(化学发光法),,
40620,F00002218367,一次性使用输氧面罩/（高浓度）（富利凯）,,
40813,F00000180153,中心静脉套件（超声系统针架）,,
40977,Y00000004864,敬宇洗剂,50ml,外用
41064,Y00000019846,硫酸镁注射液(林州) #,10ml:2.5g*5,静脉滴注
41095,18624,经食管超声心动图,,
41384,Y00000019805,欧兰同注射液,5ml:1.0g*6,静脉滴注
41414,Y00000000322,尼膜同注射液*,50ml:10mg,微泵静注
41451,Y00000001090,博苏片 #,5mg*10,口服
41501,16400,肋骨正斜位,,
41651,Y00000007F08,款冬花颗粒一方,相当于饮片10g,冲服
41857,Y00000008134,前胡,10g.15g ,煎服
42099,F00002232236,一次性真空采血管（血沉管）/2ml阳普黑色（柠檬酸钠4:1）,,
42170,Y00000007D21,麸炒枳壳颗粒一方,相当于饮片6G,自煎
42178,21126,人类白细胞抗原B27测定（HLA-B27）,,
42185,F00000180280,溃疡贴15X15,,
42325,Y00000008330,酸枣仁(单味自费),10g.15g ,煎服
42387,16142,NAP染色,,
42403,16443,肩关节正位(单侧),,
42436,F00002213555,单腔中心静脉导管,,
42566,Y00000008136,炒牛膝,10g.15g ,自煎
42645,Y00000008669,桂枝,5g.10g,自煎
42831,Y00000019671,注射用泮托拉唑钠,80mg,静脉注射
42841,17046,类风湿因子分型,,
42861,18944,(3.0T)头颅平扫MRI ,,
43050,F00002207343,经皮穿刺肺活检术,,
43058,Y00000008602,山银花(单味自费),10g.15g  ,煎服
43079,F00002205540,氯测定(离子选择电极法),,
43342,17327,单侧下肢动脉彩超(全程),,
43360,Y00000009026,银杏叶滴丸(中药房)#,63mg*60丸,口服
43384,F00002218488,一次性5CC注射器（牙科）（康德莱）,,
43608,Y00000018619,佩乐能注射剂**#,80ug,皮下注射
43703,Y00000019953,灵芝孢子粉胶囊@,0.2g*20粒,口服
43749,Y00000004872,新欧瑞针,200mg,静脉滴注
43811,Y00000007G19,乌梢蛇颗粒一方(单味自费),相当于饮片10G,冲服
43814,F00002218132,PICCO压力线（测压套件）,,
43864,Y00000000164,复达欣针**#,1g,静脉滴注
43915,Y00000000498,泰能针,1g(0.5+0.5),静脉滴注
43975,19788,胃蛋白酶原Ⅰ＋Ⅱ定量检测,,
43990,F00002207997,日常生活能力评定量表(使用电脑自测的量表加收50%),,
44126,Y00000007D01,薏苡仁颗粒一方(单味自费),相当于饮片15G,冲服
44360,F00002208044,五分量表,,
44386,Y00000019928,利福平胶囊 ,0.15g*100,口服
44400,F00002217887,一次性使用导尿包（超滑16号）,,
44719,17922,尿微量白蛋白定量,,
44741,19888,抗肾小球基底膜抗体,,
44814,16945,磁共振血管成象（增强血管成像）MRA,,
45007,17765,各种标本真菌培养+药敏,,
45140,Y00000008235,柴胡,5g.10g ,煎服
45290,Y00000001108,可待因片 #,30mg,口服
45349,16555,MRI平扫+增强,,
45372,F00002206288,脑干听觉诱发电位,,
45387,21707,EGFR/ALK/ROS1基因突变检测,,
45537,Y00000019759,唐林片,50mg*18,口服
45619,Y00000019808,前列通瘀胶囊,0.4g*60,口服
45758,F00002218434,植入式给药装置专用针,,
45779,Y00000000542,润坦注射液 ,2ml:10mg        ,静脉滴注
45893,19955,白细胞介素Ⅵ（金域）*,,
45962,19827,CYP2C9和VKORC1基因检测,,
46190,19106,ALDH2（G1U504Lys）基因检测,,
46338,Y00000004035,托百士滴眼液** ,5ml,滴眼
46424,Y00000007A53,知母颗粒一方,相当于饮片10G,冲服
46488,Y00000000126,盐酸多巴酚丁胺针 # ,2ml:20mg*10,微泵静注
46494,18464,颅内多普勒血流图（TCD）,,
46516,Y00000000286,亚甲蓝注射液@,1%*2ml:20mg*5支,治疗
46616,Y00000019585,美沙拉秦栓,1g*7枚,入肛
46692,F00002232481,身体成分分析,,
46772,Y00000008524,炙麻黄,5g.10g  ,煎服
47380,19989,巨细胞病毒IgG抗体定性（金域）*,,
47404,16325,尿钠,,
47462,Y00000018388,比拜克胶嚢,0.36g*28粒,口服
47493,17083,铁三项,,
47552,Y00000018253,氢溴酸右美沙芬片,15mg*12片,口服
47730,Y00000008329,砂仁(单味自费),5g ,煎服
47842,18783,EGFR基因21种突变检测,,
48118,18426,乙型流感病毒培养与抗原鉴定,,
48119,Y00000004833,新适确得乳膏**,10g,外用
48210,Y00000018636,消炎利胆片,80片,口服
48359,Y00000008754,石膏,10g.15g,自煎
48382,F00002233701,皮肤防护处理80（造口/造瘘口周围皮肤、失禁性皮炎）,,
48535,Y00000002233,奥克斯都保**#,4.5ug*60喷,喷雾给药
48678,Y00000001046,雅施达片* #,4mg*30,口服
48682,Y00000019571,左西孟旦注射液(悦文),5ml:12.5mg,微泵静注
48756,F00002204918,浅表组织器官B超检查(双眼及附属器),,
48787,Y00000001206,西比灵胶囊*,5mg*20,口服
49024,Y00000018705,瑞安吉注射液,50ml:5g,静脉滴注
49141,17909,梅毒螺旋体特异抗体测定（TPPA）,,
49150,21207,心脏功能五项检测试版,,
49211,16519,3小时血清C肽测定,,
49345,F00002212006,等速肌力训练,,
49387,21626,肺癌组织样本基因突变检测（11个基因）,,
49488,Y00000008135,延胡,10g.15g ,煎服(代煎)
49677,Y00000019519,盐酸雷尼替丁胶囊#,150mg*30粒,口服
49710,F00002217667,造口护肤粉25g,,
49762,Y00000007A44,紫菀颗粒一方,相当于饮片10g,自煎
49833,F00002218613,一次性无菌吸痰管10F*60CM/艾贝尔,,
49894,Y00000019768,普拉洛芬滴眼液**,0.1%,滴眼
49906,Y00000019170,注射用替加环素(泰阁),50mg,静脉滴注
49974,Y00000000974,左卡尼汀注射液 #,5ml:1g,静脉滴注
50127,Y00000018366,橘红化痰胶囊(西药房),0.45g*12粒,口服
50172,F00002214932,人工鼻41312,,
50197,Y00000020009,雷公藤多苷片(汇天)#,10mg*50片,口服
50199,Y00000019906,百奥肠溶胶囊,30万u*30粒,口服
50346,Y00000020237,复方甘草口服溶液(西南)#,100ml,口服
50368,Y00000001087,帮备片*#,10mg*10,口服
50441,F00002204722,磁共振血管成象(平扫)(MRA)(颅脑),,
50488,F00002211915,超声波治疗(超声药物透入)(超声波治疗联合治疗),,
50604,F00002204945,彩色超声检查(腹部(含肝、胆、胰、脾)),,
50882,Y00000019242,玉屏风颗粒,5g*15袋,口服
50917,Y00000001535,息宁缓释片*#,0.2*30,口服
50979,17111,无菌体液培养鉴定三项+药敏三项(各种体液）,,
51151,F00002204447,胃肠减压,,
51444,16411,颈椎正侧位,,
51456,20698,IgE链格孢（m6）,,
51504,F00002204342,门急诊观察床位费,,
51726,19988,巨细胞病毒IgM抗体定性（金域）*,,
51820,18230,肺炎支原体核酸检测(MP-DNA),,
52026,Y00000001404,新赛斯平软胶囊#,25mg*50,口服
52059,Y00000018125,荆芥颗粒一方,相当于饮片10G,冲服
52127,Y00000007D03,白扁豆颗粒一方,相当于饮片15G,冲服
52190,Y00000000828,他格适针**,200mg,静脉注射
52205,19726,人感染H7N9流感病毒核酸检测,,
52567,19446,痰脱落细胞学涂片检查及诊断,,
52569,F00002213480,中药封包治疗(大),,
52581,F00002211911,超声波治疗,,
52675,F00002233720,创面促愈处理200（10cm以上20cm以下/伤口不需要清创）,,
52714,F00002226075,一次性使用胰岛素注射笔用针头32G/BD,,皮下注射
52859,17324,双侧上肢静脉彩超(全程包括双侧锁骨下腋肱桡尺静脉),,
52877,F00002206489,光学相干断层成相(OCT),,
52920,F00002223049,一次性使用输尿管导管,F3/F4/F5,静脉滴注
53019,17067,肝功六项,,
53027,Y00000018845,尤尼泰针#,30mg(以总氮计),静脉滴注
53063,Y00000019948,鹿瓜多肽针,24mg,静脉滴注
53348,22066,电脑血糖监测/稳豪（门诊专用）,,
53543,17645,胸部主动脉螺旋CT增强扫描+三维重建（造影剂另计）,,
53736,F00002212184,电针,,
54091,Y00000003010,炉甘石洗剂,100ml,外用
54099,Y00000004910,盐酸胺碘酮片#,0.2g*24片,口服
54398,Y00000008143,郁金,10g.15g ,煎服
54654,Y00000001401,尼膜同片*#,30mg*20,口服
54682,19078,(3.0T)心脏MRI平扫,,
54768,F00002206448,角膜曲率测量,,
54819,Y00000019656,糠酸莫米松乳膏　,5g:5mg,外用
54998,F00002204947,彩色超声检查(泌尿系(含双肾、输尿管、膀胱、前列腺)),,
55097,F00002218308,头皮留置针/直型肝素 威高/直型22G,,
55411,22006,免疫固定电泳,,
55510,Y00000018278,恩度注射液&,15mg:3ml,微泵静注
55671,Y00000001195,优甲乐片**#,50ug*100,口服
55936,F00002204985,颅内多普勒血流图(TCD),,
55954,F00002204972,腹部大血管彩色多普勒超声,,
56139,Y00000007G52,牡蛎颗粒一方(单味自费),相当于饮片20G,冲服
56170,Y00000018594,复方氟米松软膏(奥深),15g,外用
56363,Y00000000992,思美泰针**#,500mg*5,静脉滴注
56444,Y00000001183,盐酸阿米替林片#,25mg*100,口服
56567,F00002228236,微电脑化疗注药泵（化疗泵）,,微泵静注
56582,Y00000001257,高特灵片*#,2mg*28,口服
56655,F00002207432,临时起搏器应用,,
56751,16526,食道、胃、小肠造影(钡剂),,
56791,Y00000019562,康艾注射液,20ml,静脉滴注
56877,Y00000002276,信必可都保#,(80ug:4.5ug)*60吸,吸入
56955,F00002220533,胰岛素泵持续皮下注射胰岛素(继日),,
57005,Y00000019902,尤得盼针**,4iu(1.33mg),皮下注射
57084,Y00000019869,两性霉素B针(新亚),25mg,氧气雾化
57115,Y00000018440,适迪片,10mg*12片,口服
57269,Y00000018580,盐酸坦洛新缓释片(积大本特),0.2mg*6片,口服
57329,F00002221498,一次性使用延长管(普通型),,
57362,Y00000007A37,泽泻颗粒一方,相当于饮片10g,冲服
57430,Y00000018550,逍遥丸,1丸*200丸,口服
57593,F00002221659,胸管（带针）8FR/10FR/12FR/16FR/20FR/24FR/28FR/32FR/台湾/国产,680756304,
58080,18211,网织红细胞计数+病房血细胞分析（五分类）,,
58205,Y00000007G17,蝉蜕颗粒一方,相当于饮片6G,冲服
58597,Y00000007A11,天麻颗粒一方(单味自费),相当于饮片10G,冲服
58705,Y00000007A47,防风颗粒一方,相当于饮片10g,冲服
58965,Y00000008191,石菖蒲,5g,自煎
59220,Y00000018966,蜜炼川贝枇杷膏,345g,口服
59528,Y00000018415,森福罗片**#,1mg*30片,口服
59743,F00002207454,骨髓穿刺术,,
59784,17908,外斐氏反应,,
59816,Y00000000289,盐酸吗啡注射液 &#,10mg:1ml,静脉注射
59916,F00002204668,磁共振平扫(1.5T以上)(颈椎),,
59934,Y00000018930,丙酸睾酮注射液&,1ml:25mg*10支,肌肉注射
60070,Y00000019809,金复康口服液&,30ml*9支,口服
60100,Y00000008638,黄柏,5g.15g,煎服
60292,Y00000018202,注射用七叶皂苷钠,10mg,静脉滴注
60333,Y00000000511,地西泮注射液 #,10mg*10,静脉注射
60400,F00000135912,三腔深静脉穿刺管（箭牌）,,
60494,16299,血清淀粉酶测定,,
60531,Y00000000056,西其汀注射液 *,20mg:250ml,静脉滴注
60562,19959,促甲状腺素受体自身抗体（金域）*,,
60894,Y00000008502,番泻叶,5g.10g/包,冲服
60921,Y00000007D45,路路通颗粒一方,相当于饮片10G,冲服
60992,17376,胸部MRI平扫,,
61051,F00002204314,床位费(隔离病区加收）,,
61082,21971,易栓症三项,,
61174,Y00000008639,救必应,10g.15g ,煎服
61183,Y00000008111,天麻(单味自费）,10g.15g ,煎服
61459,Y00000018558,奥拉西坦注射液(倍清星),5ml:1.0g,静脉滴注
61514,17572,胸部食道螺旋CT平扫+增强（造影剂另计）,,
61768,17332,双侧下肢静脉彩超(股-腘段),,
61843,Y00000018627,力尔凡针&%,5mg,静脉滴注
62114,Y00000020195,山莨菪碱针(民生),1ml:10mg*10,肌肉注射
62205,F00002218332,DDB微电脑化疗注药泵,,
62324,Y00000020162,依帕司他片(紫竹万安),50mg*12,口服
62325,22068,电脑血糖监测/拜安捷（门诊专用）,,
62983,Y00000001929,大活络胶囊(西药房),0.25*36粒,口服
62996,Y00000008511,布渣叶,10g.15g ,煎服
63000,Y00000018319,信达怡片 #,5mg*28片,口服
63198,Y00000019792,纳催离缓释片*#,1.5mg*30片,口服
63358,Y00000007E06,枇杷叶颗粒一方,相当于饮片10G,冲服
63381,Y00000000036,注射用阿莫西林钠克拉维酸钾,1.2g,静脉滴注
63383,17446,头部螺旋CT平扫+三维重建,,
63405,22106,T淋巴亚群检测,,
63450,Y00000007C29,砂仁颗粒一方(单味自费),相当于饮片3G,冲服
63548,F00002211993,运动疗法(器械训练),,
63603,20630,甲型肝炎抗体测定（Anti-HAVIgM）,,
63604,Y00000001609,得理多片*#,200mg*30,口服
63628,F00002212307,煎药机煎药,,
63709,Y00000000804,复方氯化钠注射液(袋装)&#,500ml,静脉滴注
63864,Y00000002107,万托林溶液**#,20ml,氧气雾化
64121,Y00000001395,圣通平缓释片#,10mg*56,口服
64219,Y00000018876,舒血宁注射液#@,5ml,静脉滴注
64416,F00002207353,经纤支镜肺泡灌洗诊疗术,,
64510,F00002218321,避光注射器（威高）（50ml 1.6#）,,微泵静注
64683,20691,IgE猫毛（e1）,,
64763,Y00000008255,五爪龙（五指毛桃）,10g.15g ,煎服
65041,Y00000004125,复方右旋糖酐70滴眼液**,15ml,滴眼
65129,Y00000019772,悉君宁片#,4mg*14片,口服
65245,17073,糖尿病八项,,
65281,Y00000007B14,白茅根颗粒一方,相当于饮片15G,冲服
65417,Y00000008522,细辛,3g.6g ,自煎
65721,16464,掌骨正位(双侧),,
65785,Y00000019876,苏肽生针,30ug,肌肉注射
65795,Y00000008412,燀苦杏仁,5g.10g,自煎
65819,F00002205493,血清葡萄糖测定(酶电极法),,
65891,F00002205012,室壁运动分析,,
65923,21466,七项呼吸道病毒检测,,
65962,Y00000007B48,淡附片颗粒一方,相当于饮片6G,冲服
65989,17576,上腹部螺旋CT增强扫描（肝胆脾胰、造影剂另计）,,
67350,F00000180108,精密输液器（输液泵管）（费森尤斯）,,静脉滴注
67616,Y00000000729,阿托品注射液,1ml:0.5mg*10,静脉注射
68137,F00002204832,X线计算机体层(CT)增强扫描(颅脑),,
68536,18463,颅内、外多普勒血流图（TCD）,,
68702,Y00000007F65,钩藤颗粒一方,相当于饮片10G,冲服
68725,Y00000019545,香砂养胃片,0.6g*48片,口服
68762,Y00000000114,卡纳琳注射液,50mg:1ml,其他
68799,Y00000019937,海捷亚片*#,100mg/12.5mg*7,口服
69056,F00002207361,胸腔镜检查,,
69178,Y00000019812,美百乐镇片*#,20mg*7,口服
69279,F00002228719,植入式给药装置专用针（留置针）/04447006/贝朗,,
69389,F00000180115,引流管,,
69881,17408,脑部弥散成像（脑功能MRI成像）,,
70005,Y00000008221,威灵仙,10g.15g ,煎服
70143,Y00000004091,盐酸金霉素眼膏,2.5g,涂鼻
70229,Y00000000503,万汶注射液*,30g:500ml,静脉滴注
70260,Y00000020207,板蓝根颗粒,10g*30袋*1包,口服
70299,F00002207638,腹膜透析换液,,其他
70310,F00002211954,气压治疗(肢体气压治疗),,
70350,Y00000008137,泽泻,10g.15g ,煎服
70384,Y00000020043,奥立妥注射液,100ml:0.5g,静脉滴注
70450,Y00000008170,胆南星,5g.10g,自煎
70522,Y00000001923,金刚烷胺片#,0.1g*100,口服
70574,Y00000020028,马来酸桂哌齐特针(引思达),2ml:80mg,静脉滴注
70809,Y00000001632,醋酸甲萘氢醌片,4mg*100,口服
70863,Y00000019952,万托林溶液**#,2.5ml:5mg,氧气雾化
71054,Y00000019071,阿胶(单味自费),250g,自煎
71123,Y00000007C30,酸枣仁颗粒一方(单味自费),相当于饮片10G,冲服
71225,Y00000019515,注射用呋塞米,20mg*12瓶,静脉注射
71294,16144,尿含铁血黄素定性试验,,
71318,Y00000001733,金龙胶囊&,0.25g*30,口服
71341,Y00000001873,马来酸氯苯那敏片,4mg*100,口服
71387,16520,空腹血清胰岛素测定,,
71413,F00002204335,D级四人以上房间,,
71844,F00002222911,泡沫敷料（有粘胶）/3420（12×12cm)/拜尔坦泡沫贴（自选耗材物价备案）,,
71869,Y00000008575,半枝莲,10g.15g  ,煎服
71886,Y00000018160,蛋白琥珀酸铁口服溶液**,15ml:40mg(以铁计算)*10瓶,口服
71935,Y00000007H49,三七颗粒一方（单味自费）,相当于饮片2g,冲服
71982,Y00000020097,坎地沙坦酯片(欣欣)#,4mg*14片,口服
72210,Y00000008536,有瓜石斛(单味自费),10g.15g ,自煎
72277,16554,血液流变学七项,,
72436,17791,鼻饲管置管,,
72639,F00002206440,泪膜破裂时间测定,,
72891,Y00000018574,复方氨基酸胶囊(圣能),30粒,口服
73012,20928,VⅢ因子抑制物定量测定,,
73239,F00002211989,运动疗法,,
73340,Y00000019605,复方血栓通胶囊 #,36粒 (每粒装0.5g),口服
73368,16889,糖类抗原CA72-4,,
73544,17605,盆腔螺旋CT平扫+增强（造影剂另计）,,
73645,Y00000007D16,乌梅颗粒一方(单味自费),相当于饮片10g,冲服
73727,Y00000019681,心可舒胶囊#,0.3g*72粒,口服
73793,F00002204420,动脉穿刺置管术,,
73963,Y00000001283,易蒙停胶囊*,2mg*6,口服
74013,F00002205455,血浆D-二聚体测定(D-Dimer)(各种免疫学方法),,
74409,F00002212186,普通电针,,
74765,F00002211844,偏振光照射,,
74805,17876,肌钙蛋白I,,
74822,Y00000009217,小柴胡颗粒,10g*10袋,冲服
74868,F00002204886,X线计算机体层(CT)成象(颈部),,
74904,16546,肝炎酶标八项,,
75022,F00002204044,全身显像正电子发射计算机断层－X线计算机体层综合显像(PET/CT),,
75075,F00002206159,体液脱落细胞学涂片检查及诊断,,
75184,F00002233705,皮肤防护处理120（造瘘口周围皮肤并发症(肉芽过长)）,,
75584,18504,肺炎衣原体IgM抗体检测,,
75649,Y00000019576,多糖铁复合物胶囊(红源达)#,0.15g*10粒,口服
76094,17937,抗HCV定性(检验科),,
76401,Y00000018393,阿拓莫兰针#,1.8g,静脉滴注
76675,Y00000019915,清咽滴丸,20mg*60丸*2,含服
76701,18431,乙型流感病毒抗原鉴定（直接法）,,
76702,16514,（下午4：00）血清皮质醇测定,,
76714,Y00000018554,伏立康唑片,50mg*4片,口服
76797,Y00000004865,典舒眼膏,3g,涂眼
77369,Y00000018146,友来特颗粒剂**,97.1g/100g,口服
77383,Y00000008131,白芷(单味自费),10g.15g,煎服
77832,Y00000019777,安素美胶囊,90.65mg*16粒,口服
77933,16106,厌氧菌培养及鉴定,,
78063,F00000180981,箭牌双腔静脉穿刺针CS15122-F,,
78359,16513,（早上8：00）血清皮质醇测定,,
78373,16421,颈椎正侧双斜张口位,,
78441,22026,肺癌血浆游离DNA基因突变检测（11个基因）,,
78729,F00000181056,B-D静脉留置针,,
78916,Y00000007E08,紫苏叶颗粒一方(单味自费),相当于饮片10G,冲服
78971,17716,妇科肿瘤六项,,
79084,18227,EV71,,
79161,Y00000019893,复合维生素B片(恒健)#,复方*100片,口服
79690,17112,无菌体液培养鉴定三项+药敏四项(各种体液),,
79945,17308,阴囊、睾丸、附睾彩超,,
79970,Y00000008149,粉葛(单味自费),10g.15g,煎服
80234,Y00000001413,谷维素片,10mg*100,口服
80678,Y00000001566,卡马西平片 #,100mg*100,口服
80764,18662,副鼻窦冠状位扫描,,
80894,Y00000001650,复方皂矾丸&,0.2g*72,口服
80940,Y00000008421,枳壳,10g.15g ,煎服
81154,Y00000000614,邦亭针@,1KU,肌肉注射
81212,Y00000004926,奈邦分散片#,7.5mg*12片,口服
81270,Y00000004015,氯霉素滴眼液,8ml:20mg,滴眼
81512,Y00000018797,盐酸头孢他美酯胶囊(华仙美),90.65mg*20粒,口服
81730,Y00000007H31,建曲颗粒一方,相当于饮片10G,自煎
81753,Y00000018800,贝可片,2mg*14片,口服
82037,F00000180129,双腔吸氧管（1.8米）,,
82177,Y00000019746,马应龙麝香痔疮膏,4g*6支,外用
82467,F00002217597,一次性微剂量输液器（威高）（洁瑞）,,
82673,Y00000020061,欧乃派克注射液,50ml:15g(I),手术
82899,F00002213635,一次性营养袋（二升）,,
83132,Y00000007G15,僵蚕颗粒一方,相当于饮片10G,冲服
83156,Y00000020152,板蓝根颗粒,10g*30袋*1包,口服
83469,F00000135932,进口去白细胞过滤器(红细胞型),,
